Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,tenure_group,service_count,avg_monthly_value,value_change,revenue_per_month,engagement_score,is_new_customer,contract_risk,payment_risk,monthly_x_tenure,has_internet,has_family,low_engagement,high_risk,cluster,segment,churn_probability,churn_prediction
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,21.05,113.85,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,18.975,2.075000000000003,21.05,6.21,1,2,0,105.25,0,0,1,1,1,Low Value New,0.1744272663379571,0
1,1,1,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,1,Electronic check,98.5,2514.5,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,96.71153846153848,1.788461538461533,98.5,27.700000000000003,0,2,1,2462.5,1,0,1,0,0,High Value Loyal,0.30637372800316964,0
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,two year,1,Bank transfer (automatic),110.0,7611.85,1,False,False,True,False,True,False,True,False,False,False,4-6 years,1,110.31666666666668,-0.3166666666666771,110.0,42.9,0,0,0,7480.0,1,0,1,0,2,At Risk Customers,0.18191482650128385,0
0,1,1,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,month-to-month,1,Electronic check,96.75,5238.9,1,True,False,False,False,True,False,False,False,True,False,4-6 years,1,93.55178571428571,3.198214285714286,96.75,36.35,0,2,1,5321.25,1,0,1,0,2,At Risk Customers,0.19407178683051649,0
1,1,1,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,76.5,2868.15,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,75.47763157894737,1.022368421052633,76.5,26.9,0,2,1,2830.5,1,0,1,0,0,High Value Loyal,0.14809854437298772,0
0,1,1,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,month-to-month,1,Electronic check,100.25,1064.65,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,96.78636363636365,3.463636363636354,100.25,23.55,1,2,1,1002.5,1,0,1,1,0,High Value Loyal,0.4244730861924045,1
0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,74.4,229.55,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,57.3875,17.012500000000003,74.4,16.28,1,2,1,223.2,1,0,1,1,0,High Value Loyal,0.34307205932632784,0
1,0,1,1,Yes,Fiber optic,No,No,Yes,No,No,No,month-to-month,1,Electronic check,78.05,2135.5,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,76.26785714285714,1.7821428571428584,78.05,24.21,0,2,1,2107.35,1,0,1,0,0,High Value Loyal,0.1470789649522123,0
0,1,0,0,No,DSL,Yes,Yes,Yes,No,Yes,Yes,month-to-month,1,Credit card (automatic),58.6,1502.65,1,True,False,False,True,False,False,False,True,False,False,2-4 years,0,57.79423076923077,0.8057692307692292,58.6,19.22,0,2,0,1465.0,1,0,1,0,3,Premium Customers,0.5666964393457976,1
0,0,0,0,No,DSL,No,No,No,No,No,Yes,month-to-month,1,Electronic check,35.45,35.45,1,True,False,False,True,False,False,False,False,True,False,0-1 year,0,17.725,17.725,35.45,7.390000000000001,1,2,1,35.45,1,0,1,1,3,Premium Customers,0.7490642099550624,1
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,0,Electronic check,44.35,81.25,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,27.08333333333333,17.26666666666667,44.35,9.97,1,2,1,88.7,1,0,1,1,1,Low Value New,0.45732433064879346,1
1,1,1,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Mailed check,70.45,70.45,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,35.225,35.225,70.45,14.890000000000002,1,2,0,70.45,1,0,1,1,0,High Value Loyal,0.4962470152265659,1
0,0,0,1,Yes,DSL,Yes,No,No,Yes,No,Yes,month-to-month,0,Electronic check,71.15,563.65,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,62.62777777777777,8.522222222222233,71.15,17.130000000000003,1,2,1,569.2,1,0,1,1,0,High Value Loyal,0.5138247380617623,1
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,1,Electronic check,45.65,45.65,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,22.825,22.825,45.65,9.93,1,2,1,45.65,1,0,1,1,1,Low Value New,0.6124010409082953,1
0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,0,Mailed check,95.0,655.5,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,81.9375,13.0625,95.0,21.6,1,2,0,665.0,1,0,1,1,0,High Value Loyal,0.2643455610148842,0
0,1,1,1,Yes,Fiber optic,Yes,No,No,No,No,No,month-to-month,0,Electronic check,82.4,1592.35,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,75.82619047619048,6.57380952380953,82.4,22.98,0,2,1,1648.0,1,0,1,0,0,High Value Loyal,0.1911949943053159,0
0,0,1,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Bank transfer (automatic),70.9,273.0,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,54.6,16.300000000000004,70.9,15.88,1,2,0,283.6,1,0,1,1,0,High Value Loyal,0.24764837622637798,0
1,1,0,0,No,DSL,No,Yes,Yes,No,No,Yes,month-to-month,1,Electronic check,45.3,2651.2,1,True,False,False,True,False,False,False,False,True,False,4-6 years,0,44.93559322033898,0.3644067796610173,45.3,26.46,0,2,1,2627.4,1,0,1,0,3,Premium Customers,0.3425310781083722,0
0,1,1,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,month-to-month,1,Electronic check,104.4,242.8,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,80.93333333333334,23.46666666666667,104.4,21.980000000000004,1,2,1,208.8,1,0,1,1,0,High Value Loyal,0.6625406599069511,1
0,1,0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,one year,1,Bank transfer (automatic),94.85,5000.2,1,False,True,False,False,True,False,True,False,False,False,4-6 years,1,92.59629629629627,2.2537037037037067,94.85,35.37,0,1,0,5027.049999999999,1,0,1,0,2,At Risk Customers,0.27413278544461733,0
1,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Mailed check,74.45,1145.7,1,True,False,False,False,True,False,False,False,False,True,1-2 years,1,71.60625,2.84375,74.45,19.89,0,2,0,1116.75,1,0,1,0,0,High Value Loyal,0.13167826876709285,0
1,0,1,1,No,Fiber optic,Yes,No,No,No,No,No,month-to-month,0,Bank transfer (automatic),76.45,503.6,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,62.95,13.5,76.45,17.89,1,2,0,535.15,1,0,1,1,0,High Value Loyal,0.18892641817094072,0
0,0,0,0,No,DSL,No,Yes,No,No,No,No,month-to-month,0,Bank transfer (automatic),29.95,29.95,1,True,False,False,True,False,False,True,False,False,False,0-1 year,0,14.975,14.975,29.95,6.29,1,2,0,29.95,1,0,1,1,3,Premium Customers,0.5429619008340154,1
0,0,1,1,Yes,Fiber optic,No,No,No,No,No,Yes,month-to-month,0,Bank transfer (automatic),84.5,662.65,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,73.62777777777778,10.87222222222222,84.5,19.8,1,2,0,676.0,1,0,1,1,0,High Value Loyal,0.19747728892888072,0
0,0,1,1,No,Fiber optic,No,Yes,Yes,No,No,No,month-to-month,1,Electronic check,79.25,1111.65,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,79.40357142857144,-0.1535714285714391,79.25,20.25,0,2,1,1030.25,1,0,1,0,0,High Value Loyal,0.17716274577784322,0
0,1,0,0,No,DSL,No,No,No,No,No,No,month-to-month,1,Electronic check,24.8,24.8,1,True,False,False,True,False,False,False,False,True,False,0-1 year,0,12.4,12.4,24.8,5.260000000000001,1,2,1,24.8,1,0,1,1,3,Premium Customers,0.7146193081867813,1
0,1,1,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,month-to-month,1,Electronic check,91.0,531.0,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,75.85714285714286,15.14285714285714,91.0,20.5,1,2,1,546.0,1,0,1,1,0,High Value Loyal,0.4843790991245792,1
0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,month-to-month,0,Electronic check,79.9,79.9,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,39.95,39.95,79.9,16.78,1,2,1,79.9,1,0,1,1,0,High Value Loyal,0.5055747208279238,1
0,0,1,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,month-to-month,1,Electronic check,106.6,1934.45,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,96.7225,9.877499999999998,106.6,27.52,0,2,1,2025.4,1,0,1,0,0,High Value Loyal,0.3654005169285971,1
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,1,Credit card (automatic),46.0,84.5,1,True,False,False,True,False,False,False,True,False,False,0-1 year,1,28.166666666666668,17.833333333333332,46.0,10.3,1,2,0,92.0,1,0,1,1,1,Low Value New,0.4834086303555985,1
0,0,1,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,70.15,268.35,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,53.67,16.480000000000004,70.15,15.73,1,2,1,280.6,1,0,1,1,0,High Value Loyal,0.3089323962058593,0
0,1,0,1,No,DSL,No,No,No,Yes,No,No,month-to-month,0,Mailed check,50.05,179.35,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,35.87,14.18,50.05,11.71,1,2,0,200.2,1,0,1,1,1,Low Value New,0.4446421326457122,1
0,1,0,1,No,DSL,No,No,No,No,Yes,No,month-to-month,0,Mailed check,55.2,55.2,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,27.6,27.6,55.2,11.840000000000002,1,2,0,55.2,1,0,1,1,1,Low Value New,0.6197265590816541,1
0,0,1,1,No,Fiber optic,Yes,No,No,No,No,Yes,month-to-month,1,Mailed check,84.6,84.6,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,42.3,42.3,84.6,17.72,1,2,0,84.6,1,0,1,1,0,High Value Loyal,0.5671485493172108,1
0,0,0,1,Yes,DSL,No,Yes,No,No,No,No,month-to-month,1,Mailed check,54.4,114.1,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,38.03333333333333,16.366666666666667,54.4,11.98,1,2,0,108.8,1,0,1,1,1,Low Value New,0.5240553067698593,1
1,0,1,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,95.0,1120.3,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,93.35833333333332,1.6416666666666655,95.0,22.8,1,2,1,1045.0,1,0,1,1,0,High Value Loyal,0.3152617824044041,0
1,0,0,1,No,Fiber optic,No,Yes,No,No,No,No,month-to-month,1,Electronic check,74.4,1074.3,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,67.14375,7.256250000000008,74.4,19.880000000000003,0,2,1,1116.0,1,0,1,0,0,High Value Loyal,0.5390075978078147,1
0,0,0,1,No,DSL,Yes,No,No,No,No,No,month-to-month,1,Mailed check,48.55,48.55,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,24.275,24.275,48.55,10.510000000000002,1,2,0,48.55,1,0,1,1,1,Low Value New,0.565999157940961,1
0,1,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,0,Electronic check,70.4,147.15,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,49.05,21.35,70.4,15.18,1,2,1,140.8,1,0,1,1,0,High Value Loyal,0.7190204708932447,1
1,1,0,0,No,DSL,No,Yes,No,No,Yes,No,month-to-month,0,Electronic check,40.2,40.2,1,True,False,False,True,False,False,False,False,True,False,0-1 year,0,20.1,20.1,40.2,8.340000000000002,1,2,1,40.2,1,0,1,1,3,Premium Customers,0.7819658809814862,1
0,1,0,1,No,DSL,No,No,No,No,No,No,month-to-month,1,Credit card (automatic),44.6,80.55,1,True,False,False,True,False,False,False,True,False,False,0-1 year,1,26.85,17.750000000000004,44.6,10.02,1,2,0,89.2,1,0,1,1,1,Low Value New,0.5464418997211214,1
1,0,0,0,No,DSL,No,No,Yes,No,No,Yes,month-to-month,1,Electronic check,41.15,132.2,1,True,False,False,True,False,False,False,False,True,False,0-1 year,0,33.05,8.100000000000001,41.15,9.13,1,2,1,123.45,1,0,1,1,3,Premium Customers,0.7052268067088875,1
1,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,1,Electronic check,106.9,1364.3,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,97.45,9.450000000000005,106.9,25.78,0,2,1,1389.7,1,0,1,0,0,High Value Loyal,0.7638445849511141,1
0,0,0,1,No,No,No,No,No,No,No,No,two year,0,Mailed check,19.35,1099.6,1,False,False,True,False,False,True,False,False,False,True,4-6 years,1,18.326666666666664,1.023333333333337,19.35,22.07,0,0,0,1141.65,0,0,1,0,1,Low Value New,0.006598479079218575,0
1,0,0,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,month-to-month,1,Electronic check,94.45,1511.2,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,88.89411764705882,5.555882352941183,94.45,24.19,0,2,1,1511.2,1,0,1,0,0,High Value Loyal,0.6548237783010241,1
0,0,0,0,No,DSL,No,No,No,No,No,No,month-to-month,0,Bank transfer (automatic),24.8,24.8,1,True,False,False,True,False,False,True,False,False,False,0-1 year,0,12.4,12.4,24.8,5.260000000000001,1,2,0,24.8,1,0,1,1,3,Premium Customers,0.48656018104960724,1
0,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,0,Mailed check,70.6,70.6,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,35.3,35.3,70.6,14.92,1,2,0,70.6,1,0,1,1,0,High Value Loyal,0.705281684187427,1
0,1,0,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,month-to-month,1,Electronic check,85.4,401.1,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,66.85000000000001,18.55,85.4,19.08,1,2,1,427.0,1,0,1,1,0,High Value Loyal,0.8193848619759371,1
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,1,Electronic check,105.05,5624.85,1,True,False,False,False,True,False,False,False,True,False,4-6 years,1,106.12924528301888,-1.079245283018878,105.05,37.11,0,2,1,5462.599999999999,1,0,1,0,2,At Risk Customers,0.5958368163436755,1
0,1,0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,0,Mailed check,95.15,1779.95,1,True,False,False,False,True,False,False,False,False,True,1-2 years,1,93.68157894736842,1.4684210526315835,95.15,24.93,0,2,0,1712.7,1,0,1,0,0,High Value Loyal,0.5139142258585342,1
0,1,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,0,Electronic check,70.0,70.0,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,35.0,35.0,70.0,14.8,1,2,1,70.0,1,0,1,1,0,High Value Loyal,0.811096244453286,1
1,0,0,1,No,Fiber optic,No,Yes,No,No,No,No,month-to-month,1,Electronic check,74.5,606.55,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,67.39444444444445,7.105555555555554,74.5,17.8,1,2,1,596.0,1,0,1,1,0,High Value Loyal,0.6225052604782428,1
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,1,Credit card (automatic),44.85,435.4,1,True,False,False,True,False,False,False,True,False,False,0-1 year,1,39.58181818181818,5.268181818181823,44.85,12.47,1,2,0,448.5,1,0,1,1,1,Low Value New,0.31518851229812356,0
1,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,76.1,1712.7,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,68.508,7.591999999999999,76.1,22.92,0,2,1,1826.4,1,0,1,0,0,High Value Loyal,0.5019507586006909,1
0,0,0,1,No,Fiber optic,Yes,No,No,No,No,No,month-to-month,1,Mailed check,73.6,73.6,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,36.8,36.8,73.6,15.52,1,2,0,73.6,1,0,1,1,0,High Value Loyal,0.7965783763731005,1
1,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,95.45,396.1,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,79.22,16.230000000000004,95.45,20.79,1,2,1,381.8,1,0,1,1,0,High Value Loyal,0.8126201601874414,1
1,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,74.9,2303.35,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,69.79848484848485,5.101515151515159,74.9,25.08,0,2,1,2396.8,1,0,1,0,0,High Value Loyal,0.5013342459333299,1
0,0,0,1,No,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Electronic check,80.6,415.55,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,69.25833333333334,11.341666666666654,80.6,18.12,1,2,1,403.0,1,0,1,1,0,High Value Loyal,0.6978366100936336,1
0,1,0,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,one year,0,Credit card (automatic),80.3,3058.65,1,False,True,False,True,False,False,False,True,False,False,2-4 years,1,78.42692307692307,1.8730769230769224,80.3,27.96,0,1,0,3051.4,1,0,1,0,0,High Value Loyal,0.17802819604478332,0
1,1,0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,93.15,2231.05,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,89.242,3.908000000000001,93.15,26.33,0,2,1,2235.6000000000004,1,0,1,0,0,High Value Loyal,0.6652750723002137,1
1,0,0,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,one year,0,Bank transfer (automatic),82.45,4350.1,1,False,True,False,True,False,False,True,False,False,False,4-6 years,1,79.09272727272727,3.357272727272729,82.45,33.19,0,1,0,4452.3,1,0,1,0,2,At Risk Customers,0.11892248974031303,0
1,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,70.35,139.05,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,46.35,24.0,70.35,15.17,1,2,1,140.7,1,0,1,1,0,High Value Loyal,0.7591434067707744,1
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,73.85,511.25,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,63.90625,9.943749999999994,73.85,17.37,1,2,1,516.9499999999999,1,0,1,1,0,High Value Loyal,0.636926998053231,1
0,0,0,1,Yes,Fiber optic,No,No,Yes,No,No,No,month-to-month,0,Mailed check,80.6,155.8,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,51.93333333333334,28.666666666666657,80.6,17.220000000000002,1,2,0,161.2,1,0,1,1,0,High Value Loyal,0.7021753335294191,1
0,1,0,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,one year,1,Bank transfer (automatic),75.8,5293.95,1,False,True,False,True,False,False,True,False,False,False,4-6 years,1,76.72391304347826,-0.9239130434782652,75.8,36.06,0,1,0,5154.4,1,0,1,0,2,At Risk Customers,0.11690752271969815,0
0,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,two year,1,Electronic check,104.6,4759.85,1,False,False,True,False,True,False,False,False,True,False,2-4 years,1,108.1784090909091,-3.578409090909105,104.6,34.32,0,0,1,4497.8,1,0,1,0,2,At Risk Customers,0.2050941539758499,0
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,1,Electronic check,103.4,6603.0,1,True,False,False,False,True,False,False,False,True,False,4-6 years,1,103.171875,0.2281250000000056,103.4,40.08,0,2,1,6514.200000000001,1,0,1,0,2,At Risk Customers,0.5450574097340243,1
0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,90.4,168.2,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,56.06666666666666,34.33333333333334,90.4,19.180000000000003,1,2,1,180.8,1,0,1,1,0,High Value Loyal,0.880397761054253,1
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,month-to-month,1,Bank transfer (automatic),84.8,371.9,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,74.38,10.420000000000002,84.8,18.66,1,2,0,339.2,1,0,1,1,0,High Value Loyal,0.712816863460163,1
